        s,        t,        r,      phi,        x,        y
  273.595,  278.153,  6.99914, 14.17206,  -0.2442,   6.9949
  273.764,  278.343,  6.97954, 14.17849,  -0.2883,   6.9736
  273.933,  278.533,  6.95988, 14.18496,  -0.3325,   6.9519
  274.102,  278.724,  6.94016, 14.19146,  -0.3766,   6.9299
  274.270,  278.914,  6.92037, 14.19800,  -0.4207,   6.9076
  274.439,  279.104,  6.90051, 14.20458,  -0.4648,   6.8848
  274.608,  279.295,  6.88060, 14.21120,  -0.5089,   6.8617
  274.777,  279.486,  6.86061, 14.21785,  -0.5530,   6.8383
  274.946,  279.676,  6.84057, 14.22455,  -0.5970,   6.8145
  275.114,  279.867,  6.82046, 14.23128,  -0.6410,   6.7903
  275.283,  280.058,  6.80029, 14.23805,  -0.6849,   6.7657
  275.452,  280.249,  6.78005, 14.24487,  -0.7288,   6.7408
  275.621,  280.440,  6.75975, 14.25172,  -0.7727,   6.7154
  275.789,  280.631,  6.73939, 14.25862,  -0.8165,   6.6897
  275.958,  280.823,  6.71896, 14.26556,  -0.8603,   6.6637
  276.127,  281.014,  6.69848, 14.27254,  -0.9040,   6.6372
  276.296,  281.205,  6.67792, 14.27956,  -0.9477,   6.6103
  276.465,  281.397,  6.65731, 14.28663,  -0.9913,   6.5831
  276.633,  281.589,  6.63664, 14.29374,  -1.0349,   6.5555
  276.802,  281.781,  6.61590, 14.30089,  -1.0784,   6.5274
  276.971,  281.973,  6.59510, 14.30809,  -1.1218,   6.4990
  277.140,  282.165,  6.57424, 14.31534,  -1.1652,   6.4702
  277.308,  282.357,  6.55332, 14.32263,  -1.2085,   6.4409
  277.477,  282.549,  6.53233, 14.32997,  -1.2517,   6.4113
  277.646,  282.741,  6.51129, 14.33736,  -1.2948,   6.3812
  277.815,  282.934,  6.49018, 14.34479,  -1.3379,   6.3508
  277.984,  283.126,  6.46902, 14.35227,  -1.3808,   6.3199
  278.152,  283.319,  6.44779, 14.35981,  -1.4237,   6.2886
  278.321,  283.512,  6.42650, 14.36739,  -1.4665,   6.2569
  278.490,  283.705,  6.40516, 14.37502,  -1.5092,   6.2248
  278.659,  283.898,  6.38375, 14.38270,  -1.5517,   6.1923
  278.828,  284.091,  6.36229, 14.39044,  -1.5942,   6.1593
  278.996,  284.284,  6.34076, 14.39823,  -1.6366,   6.1259
  279.165,  284.478,  6.31918, 14.40607,  -1.6788,   6.0921
  279.334,  284.671,  6.29754, 14.41396,  -1.7210,   6.0578
  279.503,  284.865,  6.27584, 14.42191,  -1.7630,   6.0231
  279.671,  285.059,  6.25408, 14.42992,  -1.8048,   5.9880
  279.840,  285.253,  6.23227, 14.43798,  -1.8466,   5.9524
  280.009,  285.447,  6.21040, 14.44609,  -1.8882,   5.9164
  280.178,  285.641,  6.18847, 14.45427,  -1.9296,   5.8799
  280.347,  285.835,  6.16648, 14.46250,  -1.9710,   5.8430
  280.515,  286.030,  6.14444, 14.47079,  -2.0121,   5.8056
  280.684,  286.224,  6.12235, 14.47914,  -2.0531,   5.7678
  280.853,  286.419,  6.10020, 14.48756,  -2.0940,   5.7295
  281.022,  286.614,  6.07799, 14.49603,  -2.1346,   5.6908
  281.190,  286.809,  6.05573, 14.50456,  -2.1751,   5.6516
  281.359,  287.004,  6.03341, 14.51316,  -2.2155,   5.6119
  281.528,  287.200,  6.01104, 14.52183,  -2.2556,   5.5718
  281.697,  287.395,  5.98862, 14.53055,  -2.2955,   5.5312
  281.866,  287.591,  5.96615, 14.53935,  -2.3353,   5.4901
  282.034,  287.786,  5.94362, 14.54821,  -2.3748,   5.4486
  282.203,  287.982,  5.92104, 14.55713,  -2.4142,   5.4065
  282.372,  288.178,  5.89841, 14.56613,  -2.4533,   5.3640
  282.541,  288.374,  5.87573, 14.57519,  -2.4922,   5.3210
  282.709,  288.571,  5.85300, 14.58433,  -2.5309,   5.2775
  282.878,  288.767,  5.83022, 14.59353,  -2.5693,   5.2336
  283.047,  288.964,  5.80739, 14.60281,  -2.6075,   5.1891
  283.216,  289.161,  5.78451, 14.61217,  -2.6455,   5.1441
  283.385,  289.358,  5.76159, 14.62159,  -2.6832,   5.0987
  283.553,  289.555,  5.73861, 14.63109,  -2.7206,   5.0527
  283.722,  289.752,  5.71559, 14.64067,  -2.7578,   5.0063
  283.891,  289.950,  5.69253, 14.65033,  -2.7947,   4.9593
  284.060,  290.147,  5.66942, 14.66006,  -2.8313,   4.9118
  284.229,  290.345,  5.64626, 14.66988,  -2.8676,   4.8639
  284.397,  290.543,  5.62306, 14.67977,  -2.9036,   4.8154
  284.566,  290.742,  5.59981, 14.68975,  -2.9393,   4.7664
  284.735,  290.940,  5.57653, 14.69981,  -2.9747,   4.7169
  284.904,  291.138,  5.55320, 14.70996,  -3.0097,   4.6669
  285.072,  291.337,  5.52983, 14.72019,  -3.0444,   4.6163
  285.241,  291.536,  5.50642, 14.73050,  -3.0788,   4.5653
  285.410,  291.735,  5.48297, 14.74091,  -3.1128,   4.5137
  285.579,  291.935,  5.45948, 14.75140,  -3.1465,   4.4616
  285.748,  292.134,  5.43595, 14.76199,  -3.1798,   4.4089
  285.916,  292.334,  5.41239, 14.77267,  -3.2127,   4.3557
  286.085,  292.534,  5.38879, 14.78344,  -3.2452,   4.3020
  286.254,  292.734,  5.36515, 14.79431,  -3.2773,   4.2478
  286.423,  292.934,  5.34148, 14.80527,  -3.3090,   4.1931
  286.591,  293.134,  5.31778, 14.81633,  -3.3403,   4.1378
  286.760,  293.335,  5.29404, 14.82749,  -3.3712,   4.0819
  286.929,  293.536,  5.27027, 14.83875,  -3.4016,   4.0256
  287.098,  293.737,  5.24648, 14.85011,  -3.4315,   3.9686
  287.267,  293.938,  5.22265, 14.86158,  -3.4610,   3.9112
  287.435,  294.140,  5.19879, 14.87315,  -3.4900,   3.8532
  287.604,  294.342,  5.17491, 14.88483,  -3.5185,   3.7947
  287.773,  294.544,  5.15100, 14.89661,  -3.5466,   3.7356
  287.942,  294.746,  5.12707, 14.90851,  -3.5741,   3.6760
  288.111,  294.948,  5.10311, 14.92052,  -3.6010,   3.6158
  288.279,  295.151,  5.07913, 14.93264,  -3.6275,   3.5551
  288.448,  295.354,  5.05513, 14.94487,  -3.6534,   3.4939
  288.617,  295.557,  5.03111, 14.95722,  -3.6787,   3.4321
  288.786,  295.761,  5.00707, 14.96970,  -3.7034,   3.3698
  288.954,  295.964,  4.98301, 14.98229,  -3.7275,   3.3069
  289.123,  296.168,  4.95893, 14.99500,  -3.7511,   3.2435
  289.292,  296.372,  4.93485, 15.00784,  -3.7740,   3.1796
  289.461,  296.577,  4.91074, 15.02080,  -3.7963,   3.1151
  289.630,  296.781,  4.88663, 15.03390,  -3.8179,   3.0501
  289.798,  296.986,  4.86251, 15.04712,  -3.8388,   2.9845
  289.967,  297.191,  4.83837, 15.06047,  -3.8591,   2.9184
  290.136,  297.397,  4.81423, 15.07396,  -3.8786,   2.8518
  290.305,  297.603,  4.79009, 15.08758,  -3.8975,   2.7847
  290.473,  297.809,  4.76594, 15.10134,  -3.9156,   2.7170
  290.642,  298.015,  4.74179, 15.11525,  -3.9330,   2.6488
  290.811,  298.221,  4.71764, 15.12929,  -3.9496,   2.5801
  290.980,  298.428,  4.69348, 15.14348,  -3.9654,   2.5109
  291.149,  298.635,  4.66934, 15.15781,  -3.9804,   2.4412
  291.317,  298.843,  4.64519, 15.17230,  -3.9945,   2.3710
  291.486,  299.050,  4.62106, 15.18693,  -4.0079,   2.3002
  291.655,  299.258,  4.59693, 15.20172,  -4.0204,   2.2290
  291.824,  299.467,  4.57281, 15.21667,  -4.0320,   2.1573
  291.992,  299.675,  4.54871, 15.23177,  -4.0427,   2.0851
  292.161,  299.884,  4.52461, 15.24704,  -4.0524,   2.0124
  292.330,  300.093,  4.50054, 15.26247,  -4.0613,   1.9393
  292.499,  300.303,  4.47648, 15.27806,  -4.0692,   1.8657
  292.668,  300.513,  4.45245, 15.29382,  -4.0760,   1.7917
  292.836,  300.723,  4.42844, 15.30976,  -4.0819,   1.7172
  293.005,  300.934,  4.40445, 15.32586,  -4.0868,   1.6423
  293.174,  301.144,  4.38049, 15.34215,  -4.0906,   1.5670
  293.343,  301.356,  4.35656, 15.35861,  -4.0934,   1.4912
  293.512,  301.567,  4.33267, 15.37525,  -4.0951,   1.4151
  293.680,  301.779,  4.30880, 15.39208,  -4.0956,   1.3386
  293.849,  301.991,  4.28498, 15.40910,  -4.0950,   1.2617
  294.018,  302.204,  4.26119, 15.42630,  -4.0933,   1.1844
  294.187,  302.417,  4.23745, 15.44370,  -4.0903,   1.1068
  294.355,  302.630,  4.21375, 15.46130,  -4.0862,   1.0289
  294.524,  302.844,  4.19010, 15.47909,  -4.0808,   0.9506
  294.693,  303.058,  4.16650, 15.49709,  -4.0742,   0.8721
  294.862,  303.273,  4.14295, 15.51529,  -4.0663,   0.7933
  295.031,  303.488,  4.11946, 15.53369,  -4.0571,   0.7143
  295.199,  303.703,  4.09602, 15.55231,  -4.0465,   0.6350
  295.368,  303.919,  4.07265, 15.57115,  -4.0346,   0.5555
  295.537,  304.135,  4.04934, 15.59020,  -4.0213,   0.4758
  295.706,  304.351,  4.02610, 15.60947,  -4.0066,   0.3959
  295.874,  304.568,  4.00293, 15.62896,  -3.9904,   0.3159
  296.043,  304.785,  3.97983, 15.64868,  -3.9728,   0.2358
  296.212,  305.003,  3.95681, 15.66863,  -3.9537,   0.1556
  296.381,  305.221,  3.93387, 15.68882,  -3.9331,   0.0753
  296.550,  305.440,  3.91101, 15.70923,  -3.9110,  -0.0050
  296.718,  305.659,  3.88823, 15.72989,  -3.8873,  -0.0853
  296.887,  305.878,  3.86555, 15.75080,  -3.8620,  -0.1655
  297.056,  306.098,  3.84296, 15.77195,  -3.8351,  -0.2457
  297.225,  306.319,  3.82046, 15.79334,  -3.8065,  -0.3258
  297.394,  306.540,  3.79806, 15.81500,  -3.7763,  -0.4057
  297.562,  306.761,  3.77577, 15.83690,  -3.7444,  -0.4855
  297.731,  306.983,  3.75358, 15.85907,  -3.7108,  -0.5650
  297.900,  307.205,  3.73150, 15.88150,  -3.6755,  -0.6443
  298.069,  307.428,  3.70953, 15.90420,  -3.6383,  -0.7233
  298.237,  307.651,  3.68769, 15.92716,  -3.5994,  -0.8019
  298.406,  307.875,  3.66596, 15.95040,  -3.5587,  -0.8801
  298.575,  308.099,  3.64435, 15.97392,  -3.5162,  -0.9578
  298.744,  308.324,  3.62287, 15.99771,  -3.4719,  -1.0351
  298.913,  308.549,  3.60153, 16.02179,  -3.4256,  -1.1118
  299.081,  308.775,  3.58031, 16.04615,  -3.3775,  -1.1879
  299.250,  309.001,  3.55924, 16.07081,  -3.3275,  -1.2633
  299.419,  309.228,  3.53831, 16.09575,  -3.2756,  -1.3380
  299.588,  309.455,  3.51752, 16.12100,  -3.2217,  -1.4119
  299.756,  309.683,  3.49689, 16.14654,  -3.1659,  -1.4850
  299.925,  309.911,  3.47640, 16.17238,  -3.1082,  -1.5571
  300.094,  310.140,  3.45608, 16.19853,  -3.0485,  -1.6282
  300.263,  310.369,  3.43591, 16.22499,  -2.9868,  -1.6984
  300.432,  310.599,  3.41591, 16.25175,  -2.9232,  -1.7673
  300.600,  310.830,  3.39608, 16.27884,  -2.8576,  -1.8351
  300.769,  311.061,  3.37642, 16.30624,  -2.7900,  -1.9017
  300.938,  311.293,  3.35693, 16.33395,  -2.7204,  -1.9668
  301.107,  311.525,  3.33763, 16.36199,  -2.6489,  -2.0306
  301.275,  311.758,  3.31850, 16.39036,  -2.5754,  -2.0928
  301.444,  311.991,  3.29957, 16.41905,  -2.4999,  -2.1535
  301.613,  312.225,  3.28082, 16.44807,  -2.4225,  -2.2125
  301.782,  312.460,  3.26227, 16.47743,  -2.3432,  -2.2697
  301.951,  312.695,  3.24392, 16.50711,  -2.2620,  -2.3251
  302.119,  312.931,  3.22576, 16.53714,  -2.1790,  -2.3786
  302.288,  313.167,  3.20781, 16.56750,  -2.0940,  -2.4300
  302.457,  313.404,  3.19007, 16.59820,  -2.0073,  -2.4794
  302.626,  313.642,  3.17254, 16.62924,  -1.9188,  -2.5265
  302.795,  313.880,  3.15522, 16.66063,  -1.8285,  -2.5714
  302.963,  314.119,  3.13812, 16.69236,  -1.7365,  -2.6139
  303.132,  314.358,  3.12124, 16.72443,  -1.6429,  -2.6539
  303.301,  314.598,  3.10459, 16.75685,  -1.5477,  -2.6913
  303.470,  314.838,  3.08816, 16.78962,  -1.4510,  -2.7260
  303.638,  315.080,  3.07197, 16.82274,  -1.3528,  -2.7580
  303.807,  315.321,  3.05600, 16.85620,  -1.2532,  -2.7872
  303.976,  315.564,  3.04027, 16.89002,  -1.1523,  -2.8134
  304.145,  315.807,  3.02478, 16.92418,  -1.0502,  -2.8366
  304.314,  316.050,  3.00953, 16.95869,  -0.9469,  -2.8567
  304.482,  316.295,  2.99453, 16.99355,  -0.8425,  -2.8736
  304.651,  316.539,  2.97977, 17.02876,  -0.7372,  -2.8871
  304.820,  316.785,  2.96525, 17.06432,  -0.6310,  -2.8973
  304.989,  317.031,  2.95099, 17.10022,  -0.5241,  -2.9041
  305.157,  317.278,  2.93699, 17.13647,  -0.4165,  -2.9073
  305.326,  317.525,  2.92323, 17.17307,  -0.3084,  -2.9069
  305.495,  317.773,  2.90974, 17.21000,  -0.1999,  -2.9029
  305.664,  318.021,  2.89650, 17.24728,  -0.0912,  -2.8951
  305.833,  318.270,  2.88352, 17.28489,   0.0177,  -2.8835
  306.001,  318.520,  2.87081, 17.32285,   0.1265,  -2.8680
  306.170,  318.770,  2.85836, 17.36113,   0.2352,  -2.8487
  306.339,  319.021,  2.84617, 17.39975,   0.3435,  -2.8254
  306.508,  319.272,  2.83425, 17.43870,   0.4514,  -2.7981
  306.677,  319.524,  2.82260, 17.47797,   0.5586,  -2.7668
  306.845,  319.777,  2.81122, 17.51756,   0.6650,  -2.7314
  307.014,  320.030,  2.80010, 17.55747,   0.7704,  -2.6920
  307.183,  320.283,  2.78926, 17.59770,   0.8746,  -2.6486
  307.352,  320.538,  2.77869, 17.63824,   0.9775,  -2.6011
  307.520,  320.792,  2.76839, 17.67908,   1.0789,  -2.5495
  307.689,  321.047,  2.75836, 17.72022,   1.1785,  -2.4939
  307.858,  321.303,  2.74861, 17.76166,   1.2763,  -2.4343
  308.027,  321.560,  2.73913, 17.80339,   1.3720,  -2.3707
  308.196,  321.816,  2.72993, 17.84540,   1.4654,  -2.3033
  308.364,  322.074,  2.72100, 17.88770,   1.5564,  -2.2319
  308.533,  322.331,  2.71234, 17.93027,   1.6447,  -2.1568
  308.702,  322.590,  2.70396, 17.97310,   1.7302,  -2.0779
  308.871,  322.848,  2.69585, 18.01620,   1.8127,  -1.9954
  309.039,  323.107,  2.68802, 18.05956,   1.8920,  -1.9094
  309.208,  323.367,  2.68047, 18.10316,   1.9678,  -1.8200
  309.377,  323.627,  2.67318, 18.14701,   2.0402,  -1.7273
  309.546,  323.887,  2.66618, 18.19109,   2.1088,  -1.6315
  309.715,  324.148,  2.65944, 18.23540,   2.1734,  -1.5326
  309.883,  324.409,  2.65298, 18.27992,   2.2341,  -1.4308
  310.052,  324.671,  2.64680, 18.32467,   2.2905,  -1.3264
  310.221,  324.933,  2.64088, 18.36961,   2.3425,  -1.2194
  310.390,  325.195,  2.63524, 18.41476,   2.3900,  -1.1100
  310.558,  325.458,  2.62988, 18.46009,   2.4329,  -0.9986
  310.727,  325.721,  2.62478, 18.50560,   2.4710,  -0.8851
  310.896,  325.984,  2.61996, 18.55129,   2.5043,  -0.7699
  311.065,  326.248,  2.61540, 18.59714,   2.5325,  -0.6532
  311.234,  326.511,  2.61112, 18.64314,   2.5557,  -0.5352
  311.402,  326.776,  2.60711, 18.68929,   2.5737,  -0.4160
  311.571,  327.040,  2.60336, 18.73558,   2.5865,  -0.2961
  311.740,  327.304,  2.59989, 18.78200,   2.5940,  -0.1755
  311.909,  327.569,  2.59668, 18.82853,   2.5961,  -0.0546
  312.078,  327.834,  2.59375, 18.87518,   2.5929,   0.0665
  312.246,  328.099,  2.59108, 18.92193,   2.5843,   0.1874
  312.415,  328.365,  2.58868, 18.96877,   2.5703,   0.3079
  312.584,  328.630,  2.58654, 19.01569,   2.5509,   0.4277
  312.753,  328.896,  2.58467, 19.06268,   2.5262,   0.5467
  312.921,  329.161,  2.58307, 19.10974,   2.4961,   0.6645
  313.090,  329.427,  2.58174, 19.15685,   2.4608,   0.7809
  313.259,  329.693,  2.58067, 19.20400,   2.4203,   0.8957
  313.428,  329.959,  2.57987, 19.25119,   2.3746,   1.0085
  313.597,  330.225,  2.57933, 19.29841,   2.3238,   1.1193
  313.765,  330.491,  2.57906, 19.34563,   2.2682,   1.2276
  313.934,  330.757,  2.57906, 19.39287,   2.2077,   1.3333
  314.103,  331.023,  2.57932, 19.44009,   2.1425,   1.4362
  314.272,  331.289,  2.57985, 19.48731,   2.0727,   1.5360
  314.440,  331.555,  2.58064, 19.53450,   1.9986,   1.6326
  314.609,  331.821,  2.58170, 19.58165,   1.9202,   1.7257
  314.778,  332.087,  2.58303, 19.62876,   1.8377,   1.8151
  314.947,  332.352,  2.58462, 19.67582,   1.7514,   1.9008
  315.116,  332.618,  2.58648, 19.72282,   1.6614,   1.9824
  315.284,  332.883,  2.58861, 19.76974,   1.5678,   2.0598
  315.453,  333.149,  2.59100, 19.81658,   1.4710,   2.1329
  315.622,  333.414,  2.59366, 19.86334,   1.3712,   2.2016
  315.791,  333.679,  2.59659, 19.90999,   1.2684,   2.2657
  315.960,  333.944,  2.59979, 19.95653,   1.1631,   2.3251
  316.128,  334.208,  2.60325, 20.00295,   1.0553,   2.3797
  316.297,  334.473,  2.60699, 20.04924,   0.9454,   2.4295
  316.466,  334.737,  2.61099, 20.09539,   0.8336,   2.4743
  316.635,  335.000,  2.61527, 20.14140,   0.7201,   2.5142
  316.803,  335.264,  2.61981, 20.18726,   0.6052,   2.5490
  316.972,  335.527,  2.62463, 20.23295,   0.4890,   2.5787
  317.141,  335.790,  2.62972, 20.27847,   0.3719,   2.6033
  317.310,  336.053,  2.63508, 20.32380,   0.2540,   2.6228
  317.479,  336.315,  2.64071, 20.36895,   0.1357,   2.6372
  317.647,  336.577,  2.64662, 20.41391,   0.0171,   2.6466
  317.816,  336.839,  2.65279, 20.45865,  -0.1016,   2.6508
  317.985,  337.100,  2.65925, 20.50319,  -0.2200,   2.6501
  318.154,  337.361,  2.66597, 20.54750,  -0.3381,   2.6444
  318.322,  337.621,  2.67297, 20.59159,  -0.4555,   2.6339
  318.491,  337.881,  2.68024, 20.63545,  -0.5721,   2.6185
  318.660,  338.141,  2.68779, 20.67906,  -0.6876,   2.5983
  318.829,  338.400,  2.69562, 20.72242,  -0.8019,   2.5736
  318.998,  338.659,  2.70371, 20.76553,  -0.9148,   2.5442
  319.166,  338.917,  2.71209, 20.80837,  -1.0261,   2.5105
  319.335,  339.175,  2.72073, 20.85095,  -1.1357,   2.4724
  319.504,  339.432,  2.72966, 20.89325,  -1.2433,   2.4301
  319.673,  339.689,  2.73885, 20.93527,  -1.3488,   2.3837
  319.841,  339.945,  2.74832, 20.97701,  -1.4521,   2.3334
  320.010,  340.201,  2.75807, 21.01846,  -1.5530,   2.2793
  320.179,  340.456,  2.76808, 21.05961,  -1.6514,   2.2215
  320.348,  340.711,  2.77838, 21.10046,  -1.7473,   2.1602
  320.517,  340.965,  2.78894, 21.14101,  -1.8404,   2.0955
  320.685,  341.219,  2.79977, 21.18124,  -1.9306,   2.0277
  320.854,  341.472,  2.81088, 21.22116,  -2.0180,   1.9567
  321.023,  341.724,  2.82225, 21.26076,  -2.1023,   1.8829
  321.192,  341.976,  2.83390, 21.30005,  -2.1836,   1.8063
  321.361,  342.228,  2.84581, 21.33900,  -2.2618,   1.7271
  321.529,  342.478,  2.85799, 21.37763,  -2.3368,   1.6455
  321.698,  342.729,  2.87043, 21.41593,  -2.4085,   1.5616
  321.867,  342.978,  2.88314, 21.45389,  -2.4769,   1.4755
  322.036,  343.227,  2.89611, 21.49151,  -2.5421,   1.3875
  322.204,  343.476,  2.90934, 21.52880,  -2.6039,   1.2977
  322.373,  343.724,  2.92282, 21.56575,  -2.6623,   1.2062
  322.542,  343.971,  2.93657, 21.60235,  -2.7174,   1.1132
  322.711,  344.218,  2.95057, 21.63861,  -2.7691,   1.0188
  322.880,  344.464,  2.96482, 21.67452,  -2.8174,   0.9231
  323.048,  344.709,  2.97933, 21.71009,  -2.8624,   0.8264
  323.217,  344.954,  2.99408, 21.74531,  -2.9041,   0.7287
  323.386,  345.198,  3.00908, 21.78018,  -2.9424,   0.6301
  323.555,  345.442,  3.02432, 21.81470,  -2.9774,   0.5309
  323.723,  345.685,  3.03980, 21.84888,  -3.0091,   0.4310
  323.892,  345.927,  3.05553, 21.88270,  -3.0376,   0.3307
  324.061,  346.169,  3.07148, 21.91618,  -3.0629,   0.2301
  324.230,  346.410,  3.08767, 21.94931,  -3.0850,   0.1292
  324.399,  346.651,  3.10409, 21.98208,  -3.1040,   0.0281
  324.567,  346.891,  3.12074, 22.01452,  -3.1199,  -0.0729
  324.736,  347.130,  3.13761, 22.04660,  -3.1328,  -0.1739
  324.905,  347.369,  3.15470, 22.07834,  -3.1427,  -0.2747
  325.074,  347.607,  3.17202, 22.10974,  -3.1497,  -0.3753
  325.243,  347.845,  3.18954, 22.14079,  -3.1539,  -0.4755
  325.411,  348.082,  3.20728, 22.17150,  -3.1553,  -0.5753
  325.580,  348.318,  3.22522, 22.20187,  -3.1539,  -0.6746
  325.749,  348.554,  3.24337, 22.23191,  -3.1498,  -0.7733
  325.918,  348.789,  3.26172, 22.26160,  -3.1431,  -0.8714
  326.086,  349.024,  3.28026, 22.29097,  -3.1339,  -0.9688
  326.255,  349.258,  3.29900, 22.32000,  -3.1222,  -1.0654
  326.424,  349.491,  3.31793, 22.34870,  -3.1081,  -1.1612
  326.593,  349.724,  3.33705, 22.37708,  -3.0916,  -1.2561
  326.762,  349.956,  3.35635, 22.40513,  -3.0728,  -1.3501
  326.930,  350.188,  3.37583, 22.43285,  -3.0518,  -1.4431
  327.099,  350.419,  3.39549, 22.46026,  -3.0287,  -1.5351
  327.268,  350.650,  3.41531, 22.48735,  -3.0034,  -1.6260
  327.437,  350.880,  3.43531, 22.51413,  -2.9761,  -1.7158
  327.605,  351.109,  3.45547, 22.54060,  -2.9469,  -1.8045
  327.774,  351.338,  3.47579, 22.56675,  -2.9157,  -1.8920
  327.943,  351.566,  3.49627, 22.59261,  -2.8827,  -1.9783
  328.112,  351.794,  3.51690, 22.61816,  -2.8479,  -2.0635
  328.281,  352.022,  3.53768, 22.64341,  -2.8114,  -2.1473
  328.449,  352.248,  3.55861, 22.66836,  -2.7733,  -2.2299
  328.618,  352.475,  3.57968, 22.69303,  -2.7336,  -2.3112
  328.787,  352.700,  3.60089, 22.71740,  -2.6923,  -2.3912
  328.956,  352.926,  3.62223, 22.74149,  -2.6495,  -2.4699
  329.124,  353.150,  3.64370, 22.76529,  -2.6053,  -2.5473
  329.293,  353.375,  3.66530, 22.78881,  -2.5598,  -2.6234
  329.462,  353.598,  3.68703, 22.81206,  -2.5129,  -2.6981
  329.631,  353.822,  3.70888, 22.83504,  -2.4648,  -2.7714
  329.800,  354.044,  3.73084, 22.85774,  -2.4154,  -2.8434
  329.968,  354.267,  3.75291, 22.88018,  -2.3650,  -2.9140
  330.137,  354.488,  3.77510, 22.90235,  -2.3134,  -2.9832
  330.306,  354.710,  3.79739, 22.92427,  -2.2607,  -3.0511
  330.475,  354.931,  3.81978, 22.94593,  -2.2070,  -3.1177
  330.644,  355.151,  3.84228, 22.96733,  -2.1524,  -3.1828
  330.812,  355.371,  3.86487, 22.98849,  -2.0968,  -3.2466
  330.981,  355.590,  3.88755, 23.00940,  -2.0404,  -3.3090
  331.150,  355.809,  3.91032, 23.03007,  -1.9831,  -3.3701
  331.319,  356.028,  3.93318, 23.05049,  -1.9251,  -3.4299
  331.487,  356.246,  3.95612, 23.07068,  -1.8662,  -3.4883
  331.656,  356.464,  3.97914, 23.09064,  -1.8067,  -3.5453
  331.825,  356.681,  4.00223, 23.11037,  -1.7465,  -3.6011
  331.994,  356.898,  4.02540, 23.12987,  -1.6857,  -3.6555
  332.163,  357.115,  4.04864, 23.14915,  -1.6242,  -3.7086
  332.331,  357.331,  4.07195, 23.16820,  -1.5622,  -3.7604
  332.500,  357.547,  4.09532, 23.18704,  -1.4996,  -3.8109
  332.669,  357.762,  4.11875, 23.20567,  -1.4366,  -3.8601
  332.838,  357.977,  4.14224, 23.22408,  -1.3730,  -3.9081
  333.006,  358.191,  4.16579, 23.24229,  -1.3091,  -3.9548
  333.175,  358.405,  4.18939, 23.26029,  -1.2447,  -4.0002
  333.344,  358.619,  4.21304, 23.27809,  -1.1799,  -4.0444
  333.513,  358.832,  4.23674, 23.29569,  -1.1148,  -4.0874
  333.682,  359.045,  4.26048, 23.31310,  -1.0493,  -4.1292
  333.850,  359.258,  4.28426, 23.33031,  -0.9835,  -4.1698
  334.019,  359.470,  4.30809, 23.34733,  -0.9175,  -4.2093
  334.188,  359.682,  4.33195, 23.36416,  -0.8512,  -4.2475
  334.357,  359.894,  4.35584, 23.38081,  -0.7847,  -4.2846
  334.526,  360.105,  4.37977, 23.39728,  -0.7179,  -4.3205
  334.694,  360.316,  4.40373, 23.41357,  -0.6510,  -4.3553
  334.863,  360.527,  4.42772, 23.42968,  -0.5839,  -4.3890
  335.032,  360.737,  4.45173, 23.44562,  -0.5167,  -4.4216
  335.201,  360.947,  4.47576, 23.46139,  -0.4493,  -4.4532
  335.369,  361.156,  4.49982, 23.47699,  -0.3818,  -4.4836
  335.538,  361.366,  4.52389, 23.49242,  -0.3143,  -4.5130
  335.707,  361.574,  4.54798, 23.50769,  -0.2466,  -4.5413
  335.876,  361.783,  4.57209, 23.52280,  -0.1789,  -4.5686
  336.045,  361.991,  4.59620, 23.53775,  -0.1112,  -4.5949
  336.213,  362.199,  4.62033, 23.55254,  -0.0434,  -4.6201
  336.382,  362.407,  4.64447, 23.56718,   0.0243,  -4.6444
  336.551,  362.615,  4.66861, 23.58167,   0.0921,  -4.6677
  336.720,  362.822,  4.69276, 23.59601,   0.1598,  -4.6900
  336.888,  363.028,  4.71691, 23.61021,   0.2276,  -4.7114
  337.057,  363.235,  4.74106, 23.62425,   0.2952,  -4.7319
  337.226,  363.441,  4.76521, 23.63816,   0.3628,  -4.7514
  337.395,  363.647,  4.78936, 23.65193,   0.4304,  -4.7700
  337.564,  363.853,  4.81351, 23.66555,   0.4978,  -4.7877
