        s,        t,        r,      phi,        x,        y
  135.363,  122.896,  2.89985,  8.59226,  -1.9516,   2.1448
  135.532,  123.145,  2.91316,  8.62945,  -2.0394,   2.0803
  135.701,  123.392,  2.92673,  8.66630,  -2.1245,   2.0131
  135.869,  123.639,  2.94055,  8.70280,  -2.2069,   1.9433
  136.038,  123.886,  2.95463,  8.73896,  -2.2866,   1.8712
  136.207,  124.132,  2.96897,  8.77478,  -2.3635,   1.7968
  136.376,  124.377,  2.98355,  8.81024,  -2.4377,   1.7203
  136.544,  124.622,  2.99838,  8.84536,  -2.5090,   1.6417
  136.713,  124.866,  3.01346,  8.88013,  -2.5774,   1.5613
  136.882,  125.109,  3.02878,  8.91455,  -2.6430,   1.4792
  137.051,  125.352,  3.04434,  8.94862,  -2.7057,   1.3954
