        s,        t,        r,      phi,        x,        y
    0.000,-1658.110, 43.28022, -1.08772,  20.1040, -38.3276
    8.220,-1649.734, 43.96153, -1.07121,  21.0605, -38.5885
   16.440,-1641.360, 44.63658, -1.05520,  22.0084, -38.8337
   24.660,-1632.989, 45.30539, -1.03966,  22.9477, -39.0638
   32.880,-1624.621, 45.96801, -1.02458,  23.8786, -39.2794
   41.100,-1616.256, 46.62447, -1.00992,  24.8010, -39.4811
   49.319,-1607.893, 47.27482, -0.99567,  25.7149, -39.6693
   57.539,-1599.533, 47.91909, -0.98180,  26.6204, -39.8446
   65.759,-1591.175, 48.55734, -0.96830,  27.5177, -40.0074
   73.979,-1582.819, 49.18962, -0.95514,  28.4066, -40.1582
   82.199,-1574.466, 49.81598, -0.94232,  29.2874, -40.2974
   90.419,-1566.114, 50.43646, -0.92982,  30.1600, -40.4254
   98.639,-1557.765, 51.05113, -0.91762,  31.0245, -40.5426
  106.859,-1549.418, 51.66004, -0.90571,  31.8810, -40.6493
  115.079,-1541.073, 52.26324, -0.89407,  32.7296, -40.7458
  123.299,-1532.729, 52.86078, -0.88270,  33.5703, -40.8326
  131.519,-1524.388, 53.45273, -0.87158,  34.4032, -40.9099
  139.738,-1516.048, 54.03914, -0.86070,  35.2283, -40.9780
  147.958,-1507.710, 54.62005, -0.85006,  36.0458, -41.0371
  156.178,-1499.373, 55.19554, -0.83964,  36.8558, -41.0877
  164.398,-1491.038, 55.76564, -0.82943,  37.6582, -41.1299
  172.618,-1482.705, 56.33042, -0.81943,  38.4532, -41.1639
  180.838,-1474.373, 56.88993, -0.80963,  39.2408, -41.1901
  189.058,-1466.043, 57.44422, -0.80002,  40.0211, -41.2086
  197.278,-1457.714, 57.99334, -0.79059,  40.7942, -41.2196
  205.498,-1449.386, 58.53734, -0.78133,  41.5601, -41.2235
  213.718,-1441.060, 59.07628, -0.77225,  42.3190, -41.2203
  221.937,-1432.735, 59.61021, -0.76333,  43.0708, -41.2102
  230.157,-1424.411, 60.13917, -0.75456,  43.8157, -41.1935
  238.377,-1416.089, 60.66322, -0.74595,  44.5537, -41.1703
  246.597,-1407.767, 61.18239, -0.73749,  45.2848, -41.1409
  254.817,-1399.447, 61.69675, -0.72916,  46.0092, -41.1052
  263.037,-1391.128, 62.20633, -0.72098,  46.7269, -41.0636
  271.257,-1382.811, 62.71118, -0.71292,  47.4380, -41.0162
  279.477,-1374.494, 63.21134, -0.70500,  48.1425, -40.9631
  287.697,-1366.178, 63.70687, -0.69720,  48.8405, -40.9044
  295.917,-1357.863, 64.19780, -0.68952,  49.5320, -40.8404
  304.137,-1349.550, 64.68418, -0.68195,  50.2172, -40.7710
  312.356,-1341.237, 65.16604, -0.67450,  50.8960, -40.6966
  320.576,-1332.925, 65.64343, -0.66715,  51.5685, -40.6171
  328.796,-1324.614, 66.11640, -0.65992,  52.2349, -40.5327
  337.016,-1316.304, 66.58497, -0.65278,  52.8950, -40.4435
  345.236,-1307.995, 67.04919, -0.64574,  53.5490, -40.3497
  353.456,-1299.687, 67.50909, -0.63880,  54.1970, -40.2512
  361.676,-1291.380, 67.96472, -0.63196,  54.8390, -40.1484
  369.896,-1283.073, 68.41612, -0.62520,  55.4750, -40.0411
  378.116,-1274.768, 68.86330, -0.61853,  56.1051, -39.9296
  386.336,-1266.463, 69.30632, -0.61195,  56.7293, -39.8139
  394.556,-1258.159, 69.74521, -0.60545,  57.3478, -39.6942
  402.775,-1249.855, 70.18000, -0.59903,  57.9604, -39.5704
  410.995,-1241.553, 70.61072, -0.59269,  58.5674, -39.4428
  419.215,-1233.251, 71.03741, -0.58643,  59.1687, -39.3113
  427.435,-1224.950, 71.46011, -0.58024,  59.7644, -39.1761
  435.655,-1216.649, 71.87883, -0.57412,  60.3544, -39.0373
  443.875,-1208.349, 72.29362, -0.56808,  60.9390, -38.8948
  452.095,-1200.050, 72.70450, -0.56210,  61.5180, -38.7489
  460.315,-1191.752, 73.11151, -0.55619,  62.0916, -38.5995
  468.535,-1183.454, 73.51467, -0.55034,  62.6598, -38.4467
  476.755,-1175.157, 73.91401, -0.54456,  63.2226, -38.2907
  484.975,-1166.860, 74.30956, -0.53884,  63.7801, -38.1314
  493.194,-1158.564, 74.70135, -0.53318,  64.3323, -37.9690
  501.414,-1150.269, 75.08941, -0.52758,  64.8793, -37.8035
  509.634,-1141.974, 75.47376, -0.52204,  65.4210, -37.6349
  517.854,-1133.679, 75.85443, -0.51655,  65.9575, -37.4633
  526.074,-1125.386, 76.23144, -0.51112,  66.4889, -37.2888
  534.294,-1117.092, 76.60483, -0.50574,  67.0152, -37.1115
  542.514,-1108.800, 76.97461, -0.50041,  67.5364, -36.9313
  550.734,-1100.508, 77.34081, -0.49513,  68.0526, -36.7484
  558.954,-1092.216, 77.70346, -0.48991,  68.5637, -36.5628
  567.174,-1083.925, 78.06257, -0.48473,  69.0699, -36.3746
  575.394,-1075.634, 78.41817, -0.47959,  69.5712, -36.1837
  583.613,-1067.344, 78.77029, -0.47451,  70.0675, -35.9903
  591.833,-1059.054, 79.11895, -0.46947,  70.5590, -35.7943
  600.053,-1050.765, 79.46416, -0.46447,  71.0456, -35.5960
  608.273,-1042.476, 79.80595, -0.45952,  71.5274, -35.3952
  616.493,-1034.188, 80.14434, -0.45461,  72.0044, -35.1920
  624.713,-1025.900, 80.47936, -0.44973,  72.4767, -34.9865
  632.933,-1017.613, 80.81101, -0.44490,  72.9442, -34.7787
  641.153,-1009.326, 81.13933, -0.44011,  73.4071, -34.5687
  649.373,-1001.039, 81.46433, -0.43536,  73.8652, -34.3565
  657.593, -992.753, 81.78604, -0.43064,  74.3187, -34.1421
  665.812, -984.467, 82.10446, -0.42597,  74.7676, -33.9256
  674.032, -976.182, 82.41962, -0.42132,  75.2119, -33.7070
  682.252, -967.897, 82.73154, -0.41672,  75.6516, -33.4864
  690.472, -959.612, 83.04024, -0.41214,  76.0868, -33.2637
  698.692, -951.328, 83.34573, -0.40760,  76.5175, -33.0391
  706.912, -943.044, 83.64802, -0.40310,  76.9437, -32.8126
  715.132, -934.761, 83.94715, -0.39862,  77.3654, -32.5841
  723.352, -926.477, 84.24312, -0.39418,  77.7826, -32.3538
  731.572, -918.195, 84.53596, -0.38977,  78.1955, -32.1216
  739.792, -909.912, 84.82567, -0.38539,  78.6039, -31.8876
  748.012, -901.630, 85.11227, -0.38104,  79.0080, -31.6518
  756.231, -893.348, 85.39578, -0.37671,  79.4077, -31.4143
  764.451, -885.067, 85.67622, -0.37242,  79.8030, -31.1751
  772.671, -876.785, 85.95359, -0.36815,  80.1941, -30.9342
  780.891, -868.505, 86.22793, -0.36392,  80.5809, -30.6917
  789.111, -860.224, 86.49922, -0.35970,  80.9634, -30.4475
  797.331, -851.944, 86.76751, -0.35552,  81.3416, -30.2017
  805.551, -843.664, 87.03279, -0.35136,  81.7156, -29.9543
  813.771, -835.384, 87.29508, -0.34722,  82.0854, -29.7054
  821.991, -827.105, 87.55440, -0.34311,  82.4510, -29.4550
  830.211, -818.826, 87.81075, -0.33903,  82.8125, -29.2031
  838.431, -810.547, 88.06416, -0.33496,  83.1698, -28.9497
  846.650, -802.268, 88.31463, -0.33092,  83.5229, -28.6949
  854.870, -793.990, 88.56218, -0.32691,  83.8719, -28.4387
  863.090, -785.712, 88.80681, -0.32291,  84.2169, -28.1811
  871.310, -777.434, 89.04855, -0.31894,  84.5577, -27.9221
  879.530, -769.157, 89.28741, -0.31499,  84.8945, -27.6617
  887.750, -760.879, 89.52338, -0.31106,  85.2272, -27.4001
  895.970, -752.602, 89.75650, -0.30715,  85.5559, -27.1371
  904.190, -744.326, 89.98676, -0.30326,  85.8805, -26.8729
  912.410, -736.049, 90.21419, -0.29939,  86.2012, -26.6074
  920.630, -727.773, 90.43878, -0.29554,  86.5179, -26.3407
  928.850, -719.497, 90.66056, -0.29171,  86.8306, -26.0728
  937.069, -711.221, 90.87953, -0.28789,  87.1393, -25.8037
  945.289, -702.945, 91.09570, -0.28410,  87.4441, -25.5334
  953.509, -694.670, 91.30909, -0.28032,  87.7450, -25.2620
  961.729, -686.395, 91.51970, -0.27656,  88.0419, -24.9895
  969.949, -678.120, 91.72754, -0.27282,  88.3350, -24.7158
  978.169, -669.845, 91.93262, -0.26909,  88.6242, -24.4411
  986.389, -661.570, 92.13496, -0.26539,  88.9094, -24.1653
  994.609, -653.296, 92.33456, -0.26169,  89.1909, -23.8884
 1002.829, -645.022, 92.53143, -0.25802,  89.4685, -23.6105
 1011.049, -636.748, 92.72557, -0.25435,  89.7422, -23.3316
 1019.268, -628.474, 92.91701, -0.25071,  90.0122, -23.0517
 1027.488, -620.200, 93.10575, -0.24708,  90.2783, -22.7709
 1035.708, -611.927, 93.29179, -0.24346,  90.5406, -22.4890
 1043.928, -603.654, 93.47514, -0.23986,  90.7991, -22.2063
 1052.148, -595.380, 93.65582, -0.23627,  91.0539, -21.9226
 1060.368, -587.108, 93.83383, -0.23269,  91.3049, -21.6380
 1068.588, -578.835, 94.00918, -0.22913,  91.5522, -21.3525
 1076.808, -570.562, 94.18187, -0.22558,  91.7957, -21.0661
 1085.028, -562.290, 94.35192, -0.22205,  92.0354, -20.7789
 1093.248, -554.017, 94.51933, -0.21853,  92.2715, -20.4909
 1101.468, -545.745, 94.68411, -0.21501,  92.5038, -20.2020
 1109.687, -537.473, 94.84626, -0.21152,  92.7325, -19.9123
 1117.907, -529.202, 95.00580, -0.20803,  92.9574, -19.6218
 1126.127, -520.930, 95.16272, -0.20456,  93.1787, -19.3306
 1134.347, -512.658, 95.31705, -0.20109,  93.3963, -19.0385
 1142.567, -504.387, 95.46877, -0.19764,  93.6103, -18.7458
 1150.787, -496.116, 95.61791, -0.19420,  93.8206, -18.4523
 1159.007, -487.845, 95.76446, -0.19077,  94.0272, -18.1581
 1167.227, -479.574, 95.90844, -0.18735,  94.2302, -17.8631
 1175.447, -471.303, 96.04984, -0.18394,  94.4296, -17.5675
 1183.667, -463.032, 96.18868, -0.18054,  94.6254, -17.2713
 1191.887, -454.762, 96.32496, -0.17714,  94.8176, -16.9743
 1200.106, -446.491, 96.45868, -0.17376,  95.0061, -16.6768
 1208.326, -438.221, 96.58986, -0.17039,  95.1911, -16.3786
 1216.546, -429.950, 96.71849, -0.16703,  95.3725, -16.0797
 1224.766, -421.680, 96.84459, -0.16367,  95.5503, -15.7803
 1232.986, -413.410, 96.96815, -0.16033,  95.7245, -15.4803
 1241.206, -405.140, 97.08919, -0.15699,  95.8952, -15.1797
 1249.426, -396.871, 97.20771, -0.15366,  96.0623, -14.8785
 1257.646, -388.601, 97.32370, -0.15034,  96.2259, -14.5768
 1265.866, -380.331, 97.43719, -0.14703,  96.3859, -14.2746
 1274.086, -372.062, 97.54817, -0.14372,  96.5424, -13.9718
 1282.306, -363.792, 97.65664, -0.14043,  96.6953, -13.6685
 1290.525, -355.523, 97.76261, -0.13714,  96.8448, -13.3647
 1298.745, -347.254, 97.86609, -0.13385,  96.9907, -13.0605
 1306.965, -338.985, 97.96708, -0.13058,  97.1331, -12.7558
 1315.185, -330.716, 98.06559, -0.12731,  97.2720, -12.4506
 1323.405, -322.447, 98.16161, -0.12404,  97.4074, -12.1449
 1331.625, -314.178, 98.25515, -0.12078,  97.5393, -11.8388
 1339.845, -305.909, 98.34622, -0.11753,  97.6677, -11.5323
 1348.065, -297.640, 98.43481, -0.11429,  97.7927, -11.2254
 1356.285, -289.372, 98.52094, -0.11105,  97.9141, -10.9181
 1364.505, -281.103, 98.60461, -0.10781,  98.0321, -10.6104
 1372.725, -272.835, 98.68581, -0.10459,  98.1466, -10.3023
 1380.944, -264.566, 98.76456, -0.10136,  98.2576,  -9.9939
 1389.164, -256.298, 98.84085, -0.09814,  98.3652,  -9.6851
 1397.384, -248.030, 98.91469, -0.09493,  98.4693,  -9.3760
 1405.604, -239.761, 98.98608, -0.09172,  98.5700,  -9.0665
 1413.824, -231.493, 99.05503, -0.08852,  98.6672,  -8.7567
 1422.044, -223.225, 99.12153, -0.08532,  98.7610,  -8.4466
 1430.264, -214.957, 99.18559, -0.08212,  98.8513,  -8.1362
 1438.484, -206.689, 99.24722, -0.07893,  98.9382,  -7.8256
 1446.704, -198.421, 99.30641, -0.07574,  99.0217,  -7.5147
 1454.924, -190.153, 99.36316, -0.07256,  99.1017,  -7.2035
 1463.143, -181.885, 99.41749, -0.06938,  99.1783,  -6.8920
 1471.363, -173.617, 99.46939, -0.06620,  99.2515,  -6.5803
 1479.583, -165.350, 99.51886, -0.06303,  99.3212,  -6.2684
 1487.803, -157.082, 99.56590, -0.05986,  99.3876,  -5.9563
 1496.023, -148.814, 99.61052, -0.05669,  99.4505,  -5.6440
 1504.243, -140.547, 99.65273, -0.05353,  99.5100,  -5.3314
 1512.463, -132.279, 99.69251, -0.05036,  99.5661,  -5.0187
 1520.683, -124.011, 99.72987, -0.04720,  99.6188,  -4.7059
 1528.903, -115.744, 99.76482, -0.04405,  99.6681,  -4.3928
 1537.123, -107.476, 99.79735, -0.04089,  99.7139,  -4.0796
 1545.343,  -99.209, 99.82747, -0.03774,  99.7564,  -3.7663
 1553.562,  -90.941, 99.85517, -0.03459,  99.7955,  -3.4529
 1561.782,  -82.674, 99.88046, -0.03144,  99.8311,  -3.1393
 1570.002,  -74.406, 99.90335, -0.02829,  99.8634,  -2.8256
 1578.222,  -66.139, 99.92382, -0.02514,  99.8922,  -2.5118
 1586.442,  -57.872, 99.94188, -0.02199,  99.9177,  -2.1980
 1594.662,  -49.604, 99.95754, -0.01885,  99.9398,  -1.8840
 1602.882,  -41.337, 99.97078, -0.01571,  99.9585,  -1.5700
 1611.102,  -33.069, 99.98162, -0.01256,  99.9737,  -1.2560
 1619.322,  -24.802, 99.99006, -0.00942,  99.9856,  -0.9419
 1627.542,  -16.535, 99.99608, -0.00628,  99.9941,  -0.6277
 1635.762,   -8.267, 99.99970, -0.00314,  99.9992,  -0.3136
 1643.981,    0.000,100.00092,  0.00001, 100.0009,   0.0006
 1652.201,    8.267, 99.99973,  0.00315,  99.9992,   0.3147
 1660.421,   16.535, 99.99613,  0.00629,  99.9941,   0.6289
 1668.641,   24.802, 99.99012,  0.00943,  99.9857,   0.9430
 1676.861,   33.069, 99.98171,  0.01257,  99.9738,   1.2571
 1685.081,   41.337, 99.97089,  0.01572,  99.9585,   1.5712
 1693.301,   49.604, 99.95767,  0.01886,  99.9399,   1.8852
 1701.521,   57.872, 99.94204,  0.02201,  99.9178,   2.1991
 1709.741,   66.139, 99.92399,  0.02515,  99.8924,   2.5130
 1717.961,   74.406, 99.90354,  0.02830,  99.8635,   2.8267
 1726.181,   82.674, 99.88068,  0.03145,  99.8313,   3.1404
 1734.400,   90.941, 99.85541,  0.03460,  99.7957,   3.4540
 1742.620,   99.209, 99.82773,  0.03775,  99.7566,   3.7675
 1750.840,  107.476, 99.79763,  0.04090,  99.7142,   4.0808
 1759.060,  115.744, 99.76512,  0.04406,  99.6683,   4.3940
 1767.280,  124.011, 99.73020,  0.04721,  99.6191,   4.7070
 1775.500,  132.279, 99.69286,  0.05037,  99.5664,   5.0199
 1783.720,  140.547, 99.65310,  0.05354,  99.5103,   5.3326
 1791.940,  148.814, 99.61092,  0.05670,  99.4508,   5.6451
 1800.160,  157.082, 99.56632,  0.05987,  99.3879,   5.9574
 1808.380,  165.350, 99.51929,  0.06304,  99.3216,   6.2696
 1816.599,  173.617, 99.46985,  0.06621,  99.2519,   6.5815
 1824.819,  181.885, 99.41797,  0.06939,  99.1787,   6.8932
 1833.039,  190.153, 99.36367,  0.07257,  99.1021,   7.2046
 1841.259,  198.421, 99.30693,  0.07575,  99.0221,   7.5158
 1849.479,  206.689, 99.24777,  0.07894,  98.9387,   7.8267
 1857.699,  214.957, 99.18616,  0.08213,  98.8518,   8.1374
 1865.919,  223.225, 99.12212,  0.08533,  98.7615,   8.4478
 1874.139,  231.493, 99.05564,  0.08853,  98.6677,   8.7579
 1882.359,  239.761, 98.98672,  0.09173,  98.5705,   9.0676
 1890.579,  248.030, 98.91535,  0.09494,  98.4699,   9.3771
 1898.799,  256.298, 98.84153,  0.09816,  98.3658,   9.6862
 1907.018,  264.566, 98.76526,  0.10137,  98.2582,   9.9950
 1915.238,  272.835, 98.68653,  0.10460,  98.1472,  10.3035
 1923.458,  281.103, 98.60535,  0.10783,  98.0327,  10.6115
 1931.678,  289.372, 98.52171,  0.11106,  97.9147,  10.9192
 1939.898,  297.640, 98.43560,  0.11430,  97.7933,  11.2265
 1948.118,  305.909, 98.34703,  0.11754,  97.6684,  11.5335
 1956.338,  314.178, 98.25599,  0.12079,  97.5400,  11.8400
 1964.558,  322.447, 98.16247,  0.12405,  97.4081,  12.1460
 1972.778,  330.716, 98.06647,  0.12732,  97.2727,  12.4517
 1980.998,  338.985, 97.96799,  0.13059,  97.1339,  12.7569
 1989.218,  347.254, 97.86702,  0.13386,  96.9915,  13.0616
 1997.437,  355.523, 97.76356,  0.13715,  96.8456,  13.3659
 2005.657,  363.792, 97.65761,  0.14044,  96.6962,  13.6697
 2013.877,  372.062, 97.54916,  0.14373,  96.5432,  13.9729
 2022.097,  380.331, 97.43820,  0.14704,  96.3868,  14.2757
 2030.317,  388.601, 97.32474,  0.15035,  96.2268,  14.5780
 2038.537,  396.871, 97.20877,  0.15367,  96.0632,  14.8797
 2046.757,  405.140, 97.09028,  0.15700,  95.8961,  15.1808
 2054.977,  413.410, 96.96926,  0.16034,  95.7255,  15.4814
 2063.197,  421.680, 96.84572,  0.16368,  95.5512,  15.7814
 2071.417,  429.950, 96.71965,  0.16704,  95.3735,  16.0809
 2079.637,  438.221, 96.59104,  0.17040,  95.1921,  16.3797
 2087.856,  446.491, 96.45988,  0.17377,  95.0071,  16.6779
 2096.076,  454.762, 96.32618,  0.17715,  94.8186,  16.9755
 2104.296,  463.032, 96.18993,  0.18054,  94.6265,  17.2724
 2112.516,  471.303, 96.05111,  0.18395,  94.4307,  17.5687
 2120.736,  479.574, 95.90973,  0.18736,  94.2313,  17.8643
 2128.956,  487.845, 95.76578,  0.19078,  94.0283,  18.1592
 2137.176,  496.116, 95.61925,  0.19421,  93.8217,  18.4534
 2145.396,  504.387, 95.47014,  0.19765,  93.6114,  18.7469
 2153.616,  512.658, 95.31843,  0.20110,  93.3975,  19.0397
 2161.836,  520.930, 95.16413,  0.20456,  93.1799,  19.3317
 2170.055,  529.202, 95.00723,  0.20804,  92.9587,  19.6229
 2178.275,  537.473, 94.84772,  0.21153,  92.7337,  19.9134
 2186.495,  545.745, 94.68559,  0.21502,  92.5051,  20.2031
 2194.715,  554.017, 94.52083,  0.21853,  92.2728,  20.4920
 2202.935,  562.290, 94.35345,  0.22206,  92.0367,  20.7800
 2211.155,  570.562, 94.18343,  0.22559,  91.7970,  21.0673
 2219.375,  578.835, 94.01076,  0.22914,  91.5535,  21.3536
 2227.595,  587.108, 93.83543,  0.23270,  91.3063,  21.6391
 2235.815,  595.380, 93.65745,  0.23628,  91.0553,  21.9237
 2244.035,  603.654, 93.47680,  0.23986,  90.8006,  22.2074
 2252.255,  611.927, 93.29346,  0.24347,  90.5421,  22.4902
 2260.474,  620.200, 93.10745,  0.24708,  90.2797,  22.7720
 2268.694,  628.474, 92.91874,  0.25072,  90.0137,  23.0529
 2276.914,  636.748, 92.72733,  0.25436,  89.7437,  23.3328
 2285.134,  645.022, 92.53320,  0.25802,  89.4700,  23.6117
 2293.354,  653.296, 92.33636,  0.26170,  89.1924,  23.8896
 2301.574,  661.570, 92.13678,  0.26539,  88.9110,  24.1664
 2309.794,  669.845, 91.93447,  0.26910,  88.6258,  24.4422
 2318.014,  678.120, 91.72941,  0.27283,  88.3366,  24.7170
 2326.234,  686.395, 91.52160,  0.27657,  88.0436,  24.9906
 2334.454,  694.670, 91.31102,  0.28033,  87.7466,  25.2632
 2342.674,  702.945, 91.09766,  0.28411,  87.4458,  25.5346
 2350.893,  711.221, 90.88151,  0.28790,  87.1410,  25.8049
 2359.113,  719.497, 90.66257,  0.29171,  86.8323,  26.0740
 2367.333,  727.773, 90.44081,  0.29554,  86.5196,  26.3419
 2375.553,  736.049, 90.21625,  0.29940,  86.2030,  26.6086
 2383.773,  744.326, 89.98885,  0.30326,  85.8823,  26.8741
 2391.993,  752.602, 89.75861,  0.30715,  85.5577,  27.1383
 2400.213,  760.879, 89.52552,  0.31106,  85.2291,  27.4012
 2408.433,  769.157, 89.28957,  0.31499,  84.8964,  27.6629
 2416.653,  777.434, 89.05074,  0.31895,  84.5596,  27.9232
 2424.873,  785.712, 88.80903,  0.32292,  84.2188,  28.1822
 2433.093,  793.990, 88.56442,  0.32691,  83.8739,  28.4398
 2441.312,  802.268, 88.31690,  0.33093,  83.5249,  28.6961
 2449.532,  810.547, 88.06645,  0.33497,  83.1718,  28.9509
 2457.752,  818.826, 87.81307,  0.33903,  82.8145,  29.2042
 2465.972,  827.105, 87.55675,  0.34312,  82.4531,  29.4562
 2474.192,  835.384, 87.29746,  0.34723,  82.0875,  29.7066
 2482.412,  843.664, 87.03519,  0.35136,  81.7178,  29.9555
 2490.632,  851.944, 86.76994,  0.35552,  81.3438,  30.2028
 2498.852,  860.224, 86.50169,  0.35971,  80.9656,  30.4486
 2507.072,  868.504, 86.23041,  0.36392,  80.5831,  30.6928
 2515.292,  876.785, 85.95611,  0.36816,  80.1964,  30.9354
 2523.512,  885.067, 85.67876,  0.37242,  79.8053,  31.1763
 2531.731,  893.348, 85.39836,  0.37672,  79.4100,  31.4155
 2539.951,  901.630, 85.11487,  0.38104,  79.0103,  31.6530
 2548.171,  909.912, 84.82830,  0.38539,  78.6063,  31.8888
 2556.391,  918.194, 84.53862,  0.38977,  78.1979,  32.1228
 2564.611,  926.477, 84.24581,  0.39418,  77.7851,  32.3549
 2572.831,  934.760, 83.94987,  0.39863,  77.3678,  32.5853
 2581.051,  943.044, 83.65077,  0.40310,  76.9461,  32.8138
 2589.271,  951.328, 83.34851,  0.40760,  76.5200,  33.0403
 2597.491,  959.612, 83.04305,  0.41214,  76.0894,  33.2649
 2605.711,  967.897, 82.73438,  0.41672,  75.6542,  33.4876
 2613.930,  976.182, 82.42249,  0.42132,  75.2145,  33.7082
 2622.150,  984.467, 82.10736,  0.42597,  74.7702,  33.9268
 2630.370,  992.753, 81.78897,  0.43064,  74.3214,  34.1433
 2638.590, 1001.039, 81.46730,  0.43536,  73.8679,  34.3577
 2646.810, 1009.326, 81.14233,  0.44011,  73.4098,  34.5699
 2655.030, 1017.613, 80.81404,  0.44490,  72.9470,  34.7799
 2663.250, 1025.900, 80.48241,  0.44973,  72.4795,  34.9877
 2671.470, 1034.188, 80.14743,  0.45460,  72.0073,  35.1932
 2679.690, 1042.476, 79.80907,  0.45952,  71.5303,  35.3964
 2687.910, 1050.765, 79.46731,  0.46447,  71.0485,  35.5972
 2696.130, 1059.054, 79.12213,  0.46947,  70.5619,  35.7956
 2704.349, 1067.344, 78.77351,  0.47451,  70.0705,  35.9915
 2712.569, 1075.634, 78.42142,  0.47959,  69.5742,  36.1850
 2720.789, 1083.925, 78.06585,  0.48472,  69.0730,  36.3758
 2729.009, 1092.216, 77.70677,  0.48990,  68.5668,  36.5641
 2737.229, 1100.508, 77.34416,  0.49513,  68.0557,  36.7497
 2745.449, 1108.800, 76.97800,  0.50041,  67.5396,  36.9326
 2753.669, 1117.092, 76.60825,  0.50573,  67.0184,  37.1128
 2761.889, 1125.386, 76.23490,  0.51111,  66.4921,  37.2902
 2770.109, 1133.679, 75.85792,  0.51655,  65.9608,  37.4647
 2778.329, 1141.974, 75.47728,  0.52203,  65.4243,  37.6362
 2786.549, 1150.268, 75.09297,  0.52758,  64.8826,  37.8048
 2794.768, 1158.564, 74.70495,  0.53318,  64.3357,  37.9704
 2802.988, 1166.860, 74.31319,  0.53883,  63.7835,  38.1328
 2811.208, 1175.156, 73.91768,  0.54455,  63.2261,  38.2921
 2819.428, 1183.454, 73.51837,  0.55034,  62.6633,  38.4481
 2827.648, 1191.752, 73.11525,  0.55618,  62.0952,  38.6009
 2835.868, 1200.050, 72.70828,  0.56209,  61.5216,  38.7503
 2844.088, 1208.349, 72.29744,  0.56807,  60.9426,  38.8962
 2852.308, 1216.649, 71.88269,  0.57411,  60.3581,  39.0387
 2860.528, 1224.949, 71.46400,  0.58023,  59.7681,  39.1776
 2868.748, 1233.251, 71.04135,  0.58642,  59.1724,  39.3128
 2876.968, 1241.553, 70.61469,  0.59268,  58.5712,  39.4443
 2885.187, 1249.855, 70.18401,  0.59902,  57.9643,  39.5719
 2893.407, 1258.159, 69.74926,  0.60543,  57.3517,  39.6957
 2901.627, 1266.463, 69.31041,  0.61193,  56.7333,  39.8154
 2909.847, 1274.768, 68.86743,  0.61852,  56.1091,  39.9311
 2918.067, 1283.073, 68.42029,  0.62518,  55.4790,  40.0427
 2926.287, 1291.380, 67.96894,  0.63194,  54.8430,  40.1499
 2934.507, 1299.687, 67.51335,  0.63878,  54.2011,  40.2528
 2942.727, 1307.995, 67.05349,  0.64572,  53.5532,  40.3513
 2950.947, 1316.304, 66.58931,  0.65276,  52.8992,  40.4451
 2959.167, 1324.614, 66.12078,  0.65990,  52.2391,  40.5343
 2967.386, 1332.925, 65.64786,  0.66713,  51.5728,  40.6188
 2975.606, 1341.237, 65.17051,  0.67448,  50.9004,  40.6983
 2983.826, 1349.549, 64.68870,  0.68193,  50.2216,  40.7728
 2992.046, 1357.863, 64.20236,  0.68949,  49.5365,  40.8421
 3000.266, 1366.178, 63.71148,  0.69717,  48.8450,  40.9062
 3008.486, 1374.493, 63.21600,  0.70497,  48.1471,  40.9649
 3016.706, 1382.810, 62.71588,  0.71290,  47.4426,  41.0180
 3024.926, 1391.128, 62.21108,  0.72095,  46.7316,  41.0655
 3033.146, 1399.447, 61.70154,  0.72914,  46.0140,  41.1071
 3041.366, 1407.767, 61.18724,  0.73746,  45.2896,  41.1428
 3049.586, 1416.088, 60.66811,  0.74592,  44.5585,  41.1723
 3057.805, 1424.411, 60.14412,  0.75453,  43.8206,  41.1955
 3066.025, 1432.734, 59.61520,  0.76329,  43.0758,  41.2122
 3074.245, 1441.059, 59.08133,  0.77221,  42.3240,  41.2223
 3082.465, 1449.386, 58.54244,  0.78130,  41.5652,  41.2256
 3090.685, 1457.713, 57.99849,  0.79055,  40.7994,  41.2218
 3098.905, 1466.042, 57.44942,  0.79998,  40.0263,  41.2108
 3107.125, 1474.373, 56.89519,  0.80959,  39.2461,  41.1923
 3115.345, 1482.704, 56.33573,  0.81939,  38.4585,  41.1662
 3123.565, 1491.038, 55.77101,  0.82939,  37.6636,  41.1322
 3131.785, 1499.373, 55.20096,  0.83959,  36.8613,  41.0901
 3140.005, 1507.709, 54.62553,  0.85001,  36.0514,  41.0396
 3148.224, 1516.047, 54.04467,  0.86065,  35.2339,  40.9804
 3156.444, 1524.387, 53.45833,  0.87153,  34.4088,  40.9124
 3164.664, 1532.729, 52.86644,  0.88265,  33.5760,  40.8352
 3172.884, 1541.072, 52.26895,  0.89401,  32.7354,  40.7485
 3181.104, 1549.417, 51.66581,  0.90565,  31.8869,  40.6520
 3189.324, 1557.765, 51.05697,  0.91756,  31.0305,  40.5453
 3197.544, 1566.114, 50.44236,  0.92976,  30.1660,  40.4283
 3205.764, 1574.465, 49.82194,  0.94226,  29.2935,  40.3003
 3213.984, 1582.818, 49.19565,  0.95507,  28.4128,  40.1612
 3222.204, 1591.174, 48.56344,  0.96822,  27.5240,  40.0105
 3230.424, 1599.532, 47.92525,  0.98172,  26.6268,  39.8477
 3238.643, 1607.892, 47.28104,  0.99559,  25.7213,  39.6725
 3246.863, 1616.255, 46.63076,  1.00984,  24.8075,  39.4844
 3255.083, 1624.620, 45.97437,  1.02449,  23.8852,  39.2828
